source_id,split,variant_id,degradation,severity,severity_name,is_degraded,width,height,aspect_ratio,mean_brightness,brightness_std,dark_ratio,bright_ratio,black_clip_ratio,white_clip_ratio,p01,p05,p50,p95,p99,contrast_range,dynamic_range,laplacian_variance,mean_gradient,std_gradient,mean_saturation,high_saturation_ratio,low_saturation_ratio,noise_estimate,entropy,texture_variation
039f3bfb862023bd,train,039f3bfb862023bd__blur__s3,blur,3,medium,1,640.0,419.0,1.5274463007159904,108.26634844868735,69.90132002900545,0.2586664677804296,0.06457338902147972,0.0,0.00020510143198090692,4.0,13.0,108.0,219.0,238.0,206.0,234.0,11.792877383074828,28.662582397460938,40.62504577636719,45.93802580548926,0.002114409307875895,0.37847180787589496,1.465815544128418,7.793257713317871,1.7010823488235474
039f3bfb862023bd,train,039f3bfb862023bd__motion_blur__s3,motion_blur,3,medium,1,640.0,419.0,1.5274463007159904,108.27619704653938,68.75842415478962,0.24877312052505968,0.05237917661097852,0.0,1.8645584725536994e-05,4.0,13.0,108.0,216.0,235.0,203.0,231.0,83.50662250083249,29.67603302001953,40.49671173095703,44.878919301909306,0.0029124403341288783,0.3915013424821002,3.0866146087646484,7.799740791320801,2.603614091873169
039f3bfb862023bd,train,039f3bfb862023bd__underexposure__s3,underexposure,3,medium,1,640.0,419.0,1.5274463007159904,59.067948239856804,39.60551754641062,0.3941527446300716,0.0,0.00487395584725537,0.0,1.0,5.0,58.0,122.0,134.0,117.0,133.0,349.4458010000797,31.287200927734375,48.234745025634766,50.73675417661098,0.01978296539379475,0.3733256264916468,5.243917465209961,6.970728874206543,4.470097541809082
039f3bfb862023bd,train,039f3bfb862023bd__overexposure__s3,overexposure,3,medium,1,640.0,419.0,1.5274463007159904,148.85255817422436,90.05429718286042,0.14043481503579952,0.3525059665871122,0.001178400954653938,0.15351282816229117,4.0,15.0,159.0,255.0,255.0,240.0,251.0,2041.4494194986307,63.08245849609375,110.96839141845703,46.603281622911695,0.014155727923627685,0.4059591288782816,12.084753036499023,7.056293487548828,9.547019004821777
039f3bfb862023bd,train,039f3bfb862023bd__noise__s3,noise,3,medium,1,640.0,419.0,1.5274463007159904,108.2386000894988,72.15163399759942,0.2510590692124105,0.08179072195704057,0.0009210918854415275,0.0002088305489260143,2.0,10.0,105.0,226.0,245.0,216.0,243.0,4602.653564362735,87.1114501953125,83.17196655273438,63.29463752983293,0.043559815035799525,0.29065856205250595,14.981256484985352,7.898354530334473,15.453760147094727
039f3bfb862023bd,train,039f3bfb862023bd__compression__s3,compression,3,medium,1,640.0,419.0,1.5274463007159904,108.27574955250597,71.903512055154,0.26676983890214795,0.07781175417661097,0.0014468973747016707,0.0005258054892601432,3.0,10.0,106.0,223.0,245.0,213.0,242.0,961.3906972354956,55.387760162353516,87.87104797363281,46.044891109785205,0.009941825775656325,0.39369033412887827,9.131823539733887,7.778847694396973,7.384558200836182
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__clean,none,0,none,0,640.0,427.0,1.4988290398126465,123.13629244730679,58.76354375911932,0.14101653981264636,0.01998682669789227,1.4637002341920375e-05,0.0005379098360655738,16.0,24.0,140.0,195.0,235.0,171.0,219.0,951.26514041248,50.144596099853516,89.94831848144531,56.58416642271663,0.043259660421545665,0.3995718676814988,8.425642967224121,7.566972255706787,5.283357620239258
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__blur__s3,blur,3,medium,1,640.0,427.0,1.4988290398126465,123.13232581967213,56.135460564541006,0.11421984777517565,0.014201551522248244,0.0,6.22072599531616e-05,19.0,28.0,139.0,192.0,223.0,164.0,204.0,13.420289714295976,33.2491569519043,43.6555290222168,54.777868852459015,0.04021882318501171,0.41056425644028105,1.5575542449951172,7.531776428222656,1.671927571296692
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__motion_blur__s3,motion_blur,3,medium,1,640.0,427.0,1.4988290398126465,123.13643881733022,54.67311755480082,0.09355240046838408,0.013799033957845434,0.0,0.00015734777517564403,21.0,31.0,137.0,191.0,222.0,160.0,201.0,60.173203097885015,30.77950096130371,41.643592834472656,54.533804156908666,0.039201551522248246,0.40863583138173304,2.693694829940796,7.528589248657227,1.8887633085250854
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__underexposure__s3,underexposure,3,medium,1,640.0,427.0,1.4988290398126465,67.24073111826698,32.316894228836176,0.25665983606557374,0.0,3.659250585480094e-05,0.0,8.0,13.0,76.0,107.0,129.0,94.0,121.0,274.5007454643155,27.83461570739746,49.41854476928711,57.640709162763464,0.04536372950819672,0.39155810889929743,4.603848457336426,6.708890438079834,2.944559335708618
